Fecha	FB	AMZN	AAPL	NFLX	GOOG
27/11/18	135,00	1581,42	43,56	266,63	1044,41
26/11/18	136,38	1581,33	43,66	261,43	1048,62
23/11/18	131,73	1502,06	43,07	258,82	1023,88
21/11/18	134,82	1516,73	44,20	262,13	1037,61
20/11/18	132,43	1495,46	44,24	266,98	1025,76
19/11/18	131,55	1512,29	46,47	270,60	1020,00
16/11/18	139,53	1593,41	48,38	286,21	1061,49
15/11/18	143,85	1619,44	47,85	290,06	1064,71
14/11/18	144,22	1599,01	46,70	286,73	1043,66
13/11/18	142,16	1631,17	48,06	294,40	1036,05
12/11/18	141,55	1636,85	48,54	294,07	1038,63
9/11/18	144,96	1712,43	51,12	303,47	1066,15
8/11/18	147,87	1754,91	52,12	317,92	1082,40
7/11/18	151,53	1755,49	52,49	327,50	1093,39
6/11/18	149,94	1642,81	50,94	310,84	1055,81
5/11/18	148,68	1627,80	50,40	315,44	1040,09
2/11/18	150,35	1665,53	51,87	309,10	1057,79
1/11/18	151,75	1665,53	55,55	317,38	1070,00
31/10/18	151,79	1598,01	54,72	301,78	1076,77
30/10/18	146,22	1530,42	53,33	285,81	1036,21
29/10/18	142,09	1538,88	53,06	284,84	1020,08
26/10/18	145,37	1642,81	54,08	299,83	1071,47
25/10/18	150,95	1782,17	54,95	312,87	1095,57
24/10/18	146,04	1664,20	53,77	301,83	1050,71
23/10/18	154,39	1768,70	55,68	333,16	1103,69
22/10/18	154,78	1789,30	55,16	329,54	1101,16
19/10/18	154,05	1764,03	54,83	332,67	1096,46
18/10/18	154,92	1770,72	54,01	346,71	1087,97
17/10/18	159,42	1831,73	55,30	364,70	1115,69
16/10/18	158,78	1819,96	55,54	346,40	1121,28
15/10/18	153,52	1760,95	54,34	333,13	1092,25
12/10/18	153,74	1788,61	55,53	339,56	1110,08
11/10/18	153,35	1719,36	53,61	321,10	1079,32
10/10/18	151,38	1755,25	54,09	325,89	1081,22
9/10/18	157,90	1870,32	56,72	355,71	1138,82
8/10/18	157,25	1864,42	55,94	349,10	1148,97
5/10/18	157,33	1889,65	56,07	351,35	1157,35
4/10/18	158,85	1909,42	57,00	363,65	1168,19
3/10/18	162,43	1952,76	58,02	377,05	1202,95
2/10/18	159,33	1971,31	57,32	377,14	1200,11
1/10/18	162,44	2004,36	56,81	381,43	1195,31
28/9/18	164,46	2003,00	56,44	374,13	1193,47
27/9/18	168,84	2012,98	56,24	380,71	1194,64
26/9/18	166,95	1974,85	55,10	377,88	1180,49
25/9/18	164,91	1974,55	55,55	369,43	1184,65
24/9/18	165,41	1934,36	55,20	369,61	1173,37
21/9/18	162,93	1915,01	54,41	361,19	1166,09
20/9/18	166,02	1944,30	55,01	365,36	1186,87
19/9/18	163,06	1926,42	54,59	366,96	1171,09
18/9/18	160,30	1941,05	54,56	367,65	1161,22
17/9/18	160,58	1908,03	54,47	350,35	1156,05
14/9/18	162,32	1970,19	55,96	364,56	1172,53
13/9/18	161,36	1989,87	56,60	368,15	1175,33
12/9/18	162,00	1990,00	55,27	369,95	1162,82
11/9/18	165,94	1987,15	55,96	355,93	1177,36
10/9/18	164,18	1939,01	54,58	348,41	1164,64
7/9/18	163,04	1952,07	55,33	348,68	1164,83
6/9/18	162,53	1958,31	55,77	346,46	1171,44
5/9/18	167,18	1994,82	56,72	341,18	1186,48
4/9/18	171,16	2039,51	57,09	363,60	1197,00
31/8/18	175,73	2012,71	56,91	367,68	1218,19
30/8/18	177,64	2002,38	56,26	370,98	1239,12
29/8/18	175,90	1998,10	55,74	368,04	1249,30
28/8/18	176,26	1932,82	54,92	368,49	1231,15
27/8/18	177,46	1927,68	54,48	364,58	1241,82
24/8/18	174,65	1905,39	54,04	358,82	1220,65
23/8/18	172,90	1902,90	53,87	339,17	1205,38
22/8/18	173,64	1904,90	53,76	344,44	1207,33
21/8/18	172,62	1883,42	53,76	338,02	1201,62
20/8/18	172,50	1876,71	53,87	327,73	1207,77
17/8/18	173,80	1882,22	54,40	316,78	1200,96
16/8/18	174,70	1886,52	53,33	322,44	1206,49
15/8/18	179,53	1882,62	52,56	326,40	1214,38
14/8/18	181,11	1919,65	52,44	337,49	1242,10
13/8/18	180,05	1896,20	52,22	341,31	1235,01
10/8/18	180,26	1886,30	51,88	345,87	1237,61
9/8/18	183,09	1898,52	52,22	349,36	1249,10
8/8/18	185,18	1886,52	51,81	347,61	1245,61
7/8/18	183,81	1862,48	51,78	351,83	1242,22
6/8/18	185,69	1847,75	52,27	350,92	1224,77
3/8/18	177,78	1823,29	52,00	343,09	1223,71
2/8/18	176,37	1834,33	51,85	344,50	1226,15
1/8/18	171,65	1797,17	50,38	338,38	1220,01
31/7/18	172,58	1777,44	47,57	337,45	1217,26
30/7/18	171,06	1779,22	47,48	334,96	1219,74
27/7/18	174,89	1817,27	47,74	355,21	1238,50
26/7/18	176,26	1808,00	48,55	363,09	1268,33
25/7/18	217,50	1863,61	48,70	362,87	1263,70
24/7/18	214,67	1829,24	48,25	357,32	1248,08
23/7/18	210,91	1802,00	47,90	362,66	1205,50
20/7/18	209,94	1813,70	47,86	361,05	1184,91
19/7/18	208,09	1812,97	47,97	364,23	1186,96
18/7/18	209,36	1842,92	47,60	375,13	1195,88
17/7/18	209,99	1843,93	47,86	379,48	1198,80
16/7/18	207,23	1822,49	47,73	400,48	1183,86
13/7/18	207,32	1813,03	47,83	395,80	1188,82
12/7/18	206,92	1796,62	47,76	413,50	1183,48
11/7/18	202,54	1755,00	46,97	418,65	1153,90
10/7/18	203,54	1743,07	47,59	415,63	1152,84
9/7/18	204,74	1739,02	47,65	418,97	1154,05
6/7/18	203,23	1710,63	46,99	408,25	1140,17
5/7/18	198,45	1699,73	46,35	398,39	1124,27
3/7/18	192,73	1693,96	45,98	390,52	1102,89
2/7/18	197,36	1713,78	46,80	398,18	1127,46
29/6/18	194,32	1699,80	46,28	391,43	1115,65
28/6/18	196,23	1701,45	46,38	395,42	1114,22
27/6/18	195,84	1660,51	46,04	390,39	1103,98
26/6/18	199,00	1691,09	46,11	399,39	1118,46
25/6/18	196,35	1663,15	45,54	384,48	1124,81
22/6/18	201,74	1715,67	46,23	411,09	1155,48
21/6/18	201,50	1730,22	46,37	415,44	1157,66
20/6/18	202,00	1750,08	46,62	416,76	1169,84
19/6/18	197,49	1734,78	46,42	404,98	1168,06
18/6/18	198,31	1723,79	47,19	390,40	1173,46
15/6/18	195,85	1715,97	47,21	391,98	1152,26
14/6/18	196,81	1723,86	47,70	392,87	1152,12
13/6/18	192,41	1704,86	47,67	379,93	1134,79
12/6/18	192,40	1698,75	48,07	363,83	1139,32
11/6/18	191,54	1689,12	47,81	361,45	1129,99
8/6/18	189,10	1683,99	47,92	360,57	1120,87
7/6/18	188,18	1689,30	48,37	361,40	1123,86
6/6/18	191,34	1695,75	48,49	367,45	1136,88
5/6/18	192,94	1696,35	48,33	365,80	1139,66
4/6/18	193,28	1665,27	47,96	361,81	1139,29
1/6/18	193,99	1641,54	47,56	359,93	1119,50
31/5/18	191,78	1629,62	46,72	351,60	1084,99
30/5/18	187,67	1624,89	46,88	353,54	1067,80
29/5/18	185,74	1612,87	46,98	349,73	1060,32
25/5/18	184,92	1610,15	47,15	351,29	1075,66
24/5/18	185,93	1603,07	47,04	349,29	1079,24
23/5/18	186,90	1601,86	47,09	344,72	1079,69
22/5/18	183,80	1581,40	46,79	331,62	1069,73
21/5/18	184,49	1585,46	46,91	331,82	1079,58
18/5/18	182,68	1574,37	46,58	324,18	1066,36
17/5/18	183,76	1581,76	46,75	325,22	1078,59
16/5/18	183,20	1587,28	47,05	328,19	1081,77
15/5/18	184,32	1576,12	46,61	326,13	1079,23
14/5/18	186,64	1601,54	47,04	328,53	1100,20
11/5/18	186,99	1602,91	47,15	326,46	1098,26
10/5/18	185,53	1609,08	47,51	329,60	1097,57
9/5/18	182,66	1608,00	46,84	330,30	1082,76
8/5/18	178,92	1592,39	46,51	326,89	1053,91
7/5/18	177,97	1600,14	46,29	326,26	1054,79
4/5/18	176,61	1580,95	45,96	320,09	1048,21
3/5/18	174,02	1572,08	44,22	311,69	1023,72
2/5/18	176,07	1569,68	44,14	313,36	1024,38
1/5/18	173,86	1582,26	42,27	313,30	1037,31
30/4/18	172,00	1566,13	41,31	312,46	1017,33
27/4/18	173,59	1572,62	40,58	311,76	1030,05
26/4/18	174,16	1517,96	41,05	313,98	1040,04
25/4/18	159,69	1460,17	40,91	305,76	1021,18
24/4/18	159,69	1460,09	40,73	307,02	1019,98
23/4/18	165,84	1517,86	41,31	318,69	1067,45
20/4/18	166,28	1527,49	41,43	327,77	1072,96
19/4/18	168,10	1556,91	43,20	332,70	1087,70
18/4/18	166,36	1527,84	44,46	334,52	1072,08
17/4/18	168,66	1503,83	44,56	336,06	1074,16
16/4/18	164,83	1441,50	43,95	307,78	1037,98
13/4/18	164,52	1430,79	43,68	311,65	1029,27
12/4/18	163,87	1448,50	43,53	309,25	1032,51
11/4/18	166,32	1427,05	43,11	303,67	1019,97
10/4/18	165,04	1436,22	43,31	298,07	1031,64
9/4/18	157,93	1406,08	42,51	289,93	1015,45
6/4/18	157,20	1405,23	42,09	288,85	1007,04
5/4/18	159,34	1451,75	43,20	293,97	1027,81
4/4/18	155,10	1410,57	42,90	288,94	1025,14
3/4/18	156,11	1392,05	42,10	283,67	1013,41
2/4/18	155,39	1371,99	41,67	280,29	1006,47
29/3/18	159,79	1447,34	41,95	295,35	1031,79
28/3/18	153,03	1431,42	41,62	285,77	1004,56
27/3/18	152,22	1497,05	42,09	300,69	1005,10
26/3/18	160,06	1555,86	43,19	320,35	1053,21
23/3/18	159,39	1495,56	41,23	300,94	1021,57
22/3/18	164,89	1544,92	42,21	306,70	1049,08
21/3/18	169,39	1581,86	42,82	316,48	1090,88
20/3/18	168,15	1586,51	43,81	317,50	1097,71
19/3/18	172,56	1544,93	43,83	313,48	1099,82
16/3/18	185,09	1571,68	44,51	318,45	1135,73
15/3/18	183,86	1582,32	44,66	321,09	1149,58
14/3/18	184,19	1591,00	44,61	321,55	1149,49
13/3/18	181,88	1588,18	44,99	315,88	1138,17
12/3/18	184,76	1598,39	45,43	321,30	1164,50
9/3/18	185,23	1578,89	44,99	331,44	1160,04
8/3/18	182,34	1551,86	44,23	317,00	1126,00
7/3/18	183,71	1545,00	43,76	321,16	1109,64
6/3/18	179,78	1537,64	44,17	325,22	1095,06
5/3/18	180,40	1523,61	44,20	315,00	1090,93
2/3/18	176,62	1500,25	44,05	301,05	1078,92
1/3/18	175,94	1493,45	43,75	290,39	1069,52
28/2/18	178,32	1512,45	44,53	291,38	1104,73
27/2/18	181,46	1511,98	44,60	290,61	1118,29
26/2/18	184,93	1521,95	44,74	294,16	1143,75
23/2/18	183,29	1500,00	43,88	285,93	1126,79
22/2/18	178,99	1485,34	43,12	278,14	1106,63
21/2/18	177,91	1482,92	42,77	281,04	1111,34
20/2/18	176,01	1468,35	42,96	278,55	1102,46
16/2/18	177,36	1448,69	43,11	278,52	1094,80
15/2/18	179,96	1461,76	43,25	280,27	1089,52
14/2/18	179,52	1451,05	41,84	266,00	1069,70
13/2/18	173,15	1414,51	41,09	258,27	1052,10
12/2/18	176,41	1386,23	40,68	257,95	1051,94
9/2/18	176,11	1339,60	39,10	249,47	1037,78
8/2/18	171,58	1350,50	38,79	250,10	1001,52
7/2/18	180,18	1416,78	39,88	264,56	1048,58
6/2/18	185,31	1442,84	40,76	265,72	1080,60
5/2/18	181,26	1390,00	39,12	254,26	1055,80
2/2/18	190,28	1429,95	40,12	267,43	1111,90
1/2/18	193,09	1390,00	41,95	265,07	1167,70
31/1/18	186,89	1450,89	41,86	270,30	1169,94
30/1/18	187,12	1437,82	41,74	278,80	1163,69
29/1/18	185,98	1417,68	41,99	284,59	1175,58
26/1/18	190,00	1402,05	42,88	274,60	1175,84
25/1/18	187,48	1377,95	42,78	269,70	1170,37
24/1/18	186,55	1357,51	43,55	261,30	1164,24
23/1/18	189,35	1362,54	44,26	250,29	1169,97
22/1/18	185,37	1327,31	44,25	227,58	1155,81
19/1/18	181,29	1294,58	44,62	220,46	1137,51
18/1/18	179,80	1293,32	44,81	220,33	1129,79
17/1/18	177,60	1295,00	44,77	217,50	1131,98
16/1/18	178,39	1304,86	44,05	221,53	1121,76
12/1/18	179,37	1305,20	44,27	221,23	1122,26
11/1/18	187,77	1276,68	43,82	217,24	1105,52
10/1/18	187,84	1254,33	43,57	212,52	1102,61
9/1/18	187,87	1252,70	43,58	209,31	1106,26
8/1/18	188,28	1246,87	43,59	212,05	1106,94
5/1/18	186,85	1229,14	43,75	209,99	1102,23
4/1/18	184,33	1209,59	43,26	205,63	1086,40
3/1/18	184,67	1204,20	43,06	205,05	1082,48
2/1/18	181,42	1189,01	43,06	201,07	1065,00
29/12/17	176,46	1169,47	42,31	191,96	1046,40
28/12/17	177,92	1186,10	42,77	192,71	1048,14
27/12/17	177,62	1182,26	42,65	186,24	1049,37
26/12/17	175,99	1176,76	42,64	187,76	1056,74
22/12/17	177,20	1168,36	43,75	189,94	1060,12
21/12/17	177,45	1174,76	43,75	188,62	1063,63
20/12/17	177,89	1177,62	43,59	188,82	1064,95
19/12/17	179,51	1187,38	43,63	187,02	1070,68
18/12/17	180,82	1190,58	44,10	190,42	1077,14
15/12/17	180,18	1179,14	43,49	190,12	1064,19
14/12/17	178,39	1174,26	43,05	189,56	1049,15
13/12/17	178,30	1164,13	43,07	187,86	1040,61
12/12/17	176,96	1165,08	42,92	185,73	1040,48
11/12/17	179,04	1168,92	43,17	186,22	1041,10
8/12/17	179,00	1162,00	42,34	188,54	1037,05
7/12/17	180,14	1159,79	42,33	185,20	1030,93
6/12/17	176,06	1152,35	42,25	185,30	1018,38
5/12/17	172,83	1141,57	42,41	184,21	1005,15
4/12/17	171,47	1133,95	42,45	184,04	998,68
1/12/17	175,10	1162,35	42,76	186,82	1010,17
30/11/17	177,18	1176,75	42,96	187,58	1021,41
29/11/17	175,13	1161,27	42,37	188,15	1021,66
28/11/17	182,42	1193,60	43,27	199,18	1047,41
27/11/17	183,03	1195,83	43,52	195,05	1054,21
24/11/17	182,78	1186,00	43,74	195,75	1040,61
22/11/17	180,87	1156,16	43,74	196,32	1035,96
21/11/17	181,86	1139,49	43,28	196,23	1034,49
20/11/17	178,74	1126,31	42,49	194,10	1018,38
17/11/17	179,00	1129,88	42,54	193,20	1019,09
16/11/17	179,59	1137,29	42,77	195,51	1032,50
15/11/17	177,95	1126,69	42,27	192,12	1020,91
14/11/17	178,07	1136,84	42,84	195,71	1026,00
13/11/17	178,77	1129,17	43,49	195,08	1025,75
10/11/17	178,46	1125,35	43,67	192,02	1028,07
9/11/17	179,30	1129,13	43,97	193,90	1031,26
8/11/17	179,56	1132,88	44,06	196,44	1039,85
7/11/17	180,25	1123,17	43,70	195,89	1033,33
6/11/17	180,17	1120,66	43,56	200,13	1025,90
3/11/17	178,92	1111,60	43,12	200,01	1032,48
2/11/17	178,92	1094,22	42,03	199,32	1025,58
1/11/17	182,66	1103,68	41,72	198,00	1025,50
31/10/17	180,06	1105,28	42,26	196,43	1016,64
30/10/17	179,87	1110,85	41,68	198,37	1017,11
27/10/17	177,88	1100,95	40,76	199,54	1019,27
26/10/17	170,63	972,43	39,35	195,21	972,56
25/10/17	170,60	972,91	39,10	193,77	973,33
24/10/17	171,80	975,90	39,27	196,02	970,54
23/10/17	171,27	966,30	39,04	192,47	968,45
20/10/17	174,98	982,91	39,06	194,16	988,20
19/10/17	174,56	986,61	38,99	195,13	984,45
18/10/17	176,03	997,00	39,94	195,54	992,81
17/10/17	176,11	1009,13	40,12	199,48	992,18
16/10/17	174,52	1006,34	39,97	202,68	992,00
13/10/17	173,74	1002,94	39,25	199,49	989,68
12/10/17	172,55	1000,93	39,00	195,86	987,83
11/10/17	172,74	995,00	39,14	194,95	989,25
10/10/17	171,59	987,20	38,98	195,08	972,60
9/10/17	172,50	990,99	38,96	196,87	977,00
6/10/17	172,23	989,58	38,83	198,02	978,89
5/10/17	171,24	980,85	38,85	194,39	969,96
4/10/17	168,42	965,45	38,37	184,45	951,68
3/10/17	169,96	957,10	38,62	179,19	957,79
2/10/17	169,47	959,19	38,45	177,01	953,27
29/9/17	170,87	961,35	38,53	181,35	959,11
28/9/17	168,73	956,40	38,32	180,70	949,50
27/9/17	167,68	950,87	38,56	181,97	944,49
26/9/17	164,21	938,60	38,28	179,38	924,86
25/9/17	162,87	939,79	37,64	178,55	920,97
22/9/17	170,54	955,10	37,97	187,35	928,53
21/9/17	171,11	964,65	38,35	188,78	932,45
20/9/17	172,17	973,21	39,02	185,51	931,58
19/9/17	172,52	969,86	39,68	185,68	921,81
18/9/17	170,01	974,19	39,67	184,62	915,00
15/9/17	171,64	986,79	39,97	182,35	920,29
14/9/17	170,96	992,21	39,57	182,63	925,11
13/9/17	173,05	999,60	39,91	183,64	935,09
12/9/17	172,96	982,58	40,22	185,15	932,07
11/9/17	173,51	977,96	40,38	181,74	929,08
8/9/17	170,95	965,90	39,66	176,42	926,50
7/9/17	173,21	979,47	40,31	179,00	935,95
6/9/17	172,09	967,80	40,48	179,25	927,81
5/9/17	170,72	965,27	40,52	174,52	928,45
1/9/17	172,02	978,25	41,01	174,74	937,34
31/8/17	171,97	980,60	41,00	174,71	939,33
30/8/17	169,92	967,59	40,84	174,69	929,57
29/8/17	168,05	954,06	40,73	168,81	921,29
28/8/17	167,24	946,02	40,37	167,12	913,81
25/8/17	166,32	945,26	39,97	165,95	915,89
24/8/17	167,74	952,45	39,82	168,13	921,28
23/8/17	168,71	958,00	39,99	169,06	927,00
22/8/17	169,64	966,90	39,95	169,34	924,69
21/8/17	167,78	953,29	39,30	166,76	906,66
18/8/17	167,41	958,47	39,38	166,54	910,67
17/8/17	166,91	960,57	39,47	166,09	910,98
16/8/17	170,00	978,18	40,24	169,98	926,96
15/8/17	171,00	982,74	40,40	168,50	922,22
14/8/17	170,75	983,30	39,96	171,00	922,67
11/8/17	168,08	967,99	39,37	171,40	914,39
10/8/17	167,40	956,92	38,83	169,14	907,24
9/8/17	171,18	982,01	40,27	175,78	922,90
8/8/17	171,23	989,84	40,02	178,36	926,79
7/8/17	171,98	992,27	39,70	181,33	929,36
4/8/17	169,62	987,58	39,10	180,27	927,96
3/8/17	168,59	986,92	38,89	179,23	923,65
2/8/17	169,30	995,89	39,28	180,74	930,39
1/8/17	169,86	996,19	37,51	182,03	930,83
31/7/17	169,25	987,78	37,18	181,66	930,50
28/7/17	172,45	1020,04	37,38	184,04	941,53
27/7/17	170,44	1046,00	37,64	182,68	934,09
26/7/17	165,61	1052,80	38,37	189,08	947,80
25/7/17	165,28	1039,87	38,19	186,97	950,70
24/7/17	166,00	1038,95	38,02	187,91	980,34
21/7/17	164,43	1025,67	37,57	188,54	972,92
20/7/17	164,53	1028,70	37,59	183,60	968,15
19/7/17	164,14	1026,87	37,76	183,86	970,89
18/7/17	162,86	1024,45	37,52	183,60	965,40
17/7/17	159,73	1010,04	37,39	161,70	953,42
14/7/17	159,97	1001,81	37,26	161,12	955,99
13/7/17	159,26	1000,63	36,94	158,21	947,16
12/7/17	158,90	1006,51	36,44	158,75	943,83
11/7/17	155,27	994,13	36,38	154,33	930,09
10/7/17	153,50	996,47	36,27	152,67	928,80
7/7/17	151,44	978,76	36,05	150,18	918,59
6/7/17	148,82	965,14	35,68	146,25	906,69
5/7/17	150,34	971,40	36,02	147,61	911,71
3/7/17	148,43	953,66	35,88	146,17	898,70
30/6/17	150,98	968,00	36,01	149,41	908,73
29/6/17	151,04	975,93	35,92	150,09	917,79
28/6/17	153,24	990,33	36,46	153,41	940,49
27/6/17	150,58	976,78	35,93	151,03	927,33
26/6/17	153,59	993,98	36,45	157,50	952,27
23/6/17	155,07	1003,74	36,57	158,02	965,59
22/6/17	153,40	1001,30	36,41	154,89	957,09
21/6/17	153,91	1002,23	36,47	155,03	959,45
20/6/17	152,25	992,59	36,25	152,05	950,63
19/6/17	152,87	995,17	36,59	153,40	957,37
16/6/17	150,64	987,71	35,57	152,38	939,78
15/6/17	149,80	964,17	36,07	151,76	942,31
14/6/17	150,25	976,47	36,29	152,20	950,76
13/6/17	150,68	980,79	36,65	152,72	953,40
12/6/17	148,44	964,91	36,35	151,44	942,90
9/6/17	149,60	978,31	37,24	158,03	949,83
8/6/17	154,71	1010,27	38,75	165,88	983,41
7/6/17	153,12	1010,07	38,84	165,61	981,08
6/6/17	152,81	1003,00	38,61	165,17	976,57
5/6/17	153,63	1011,34	38,48	165,06	983,68
2/6/17	153,61	1006,73	38,86	165,18	975,60
1/6/17	151,53	995,95	38,30	162,99	966,95
31/5/17	151,46	994,62	38,19	163,07	964,86
30/5/17	152,38	996,70	38,42	163,22	975,88
26/5/17	152,13	995,78	38,40	162,43	971,47
25/5/17	151,96	993,38	38,47	163,05	969,54
24/5/17	150,04	980,35	38,34	157,75	954,96
23/5/17	148,07	971,54	38,45	157,95	948,82
22/5/17	148,24	970,67	38,50	157,16	941,86
19/5/17	148,06	959,84	38,27	157,02	934,01
18/5/17	147,66	958,49	38,13	155,70	930,24
17/5/17	144,85	944,76	37,56	153,20	919,62
16/5/17	149,78	966,07	38,87	159,41	943,00
15/5/17	150,19	957,97	38,92	160,02	937,08
12/5/17	150,33	961,35	39,02	160,81	932,22
11/5/17	150,04	947,62	38,49	158,54	930,60
10/5/17	150,29	948,95	38,31	160,28	928,78
9/5/17	150,48	952,82	38,50	157,46	932,17
8/5/17	151,06	949,04	38,25	156,38	934,30
5/5/17	150,24	934,15	37,24	156,60	927,13
4/5/17	150,85	937,53	36,63	157,25	931,66
3/5/17	151,80	941,03	36,77	155,59	927,04
2/5/17	152,78	946,94	36,88	156,45	916,44
1/5/17	152,46	948,23	36,65	155,35	912,57
28/4/17	150,25	924,99	35,91	152,20	905,96
27/4/17	147,70	918,38	35,95	153,08	874,25
26/4/17	146,56	909,29	35,92	150,17	871,73
25/4/17	146,49	907,62	36,13	152,16	872,30
24/4/17	145,47	907,41	35,91	143,83	862,76
21/4/17	143,68	898,53	35,57	142,87	843,19
20/4/17	143,80	902,06	35,61	141,18	841,65
19/4/17	142,27	899,20	35,17	139,76	838,21
18/4/17	140,96	903,78	35,30	143,36	836,82
17/4/17	141,42	901,99	35,46	147,25	837,17
13/4/17	139,39	884,67	35,26	142,92	823,56
12/4/17	139,58	896,23	35,45	143,83	824,32
11/4/17	139,92	902,36	35,41	144,35	823,35
10/4/17	141,04	907,04	35,79	143,85	824,73
7/4/17	140,78	894,88	35,84	143,11	824,67
6/4/17	141,17	898,28	35,91	143,74	827,88
5/4/17	141,85	909,28	36,01	143,62	831,41
4/4/17	141,73	906,83	36,19	145,50	834,57
3/4/17	142,28	891,51	35,92	146,92	838,55
31/3/17	142,05	886,54	35,91	147,81	829,56
30/3/17	142,41	876,34	35,98	148,06	831,50
29/3/17	142,65	874,32	36,03	146,47	831,41
28/3/17	141,76	856,00	35,95	145,17	820,92
27/3/17	140,32	846,82	35,22	144,06	819,51
24/3/17	140,34	845,61	35,16	142,02	814,43
23/3/17	139,53	847,38	35,23	141,84	817,58
22/3/17	139,59	848,06	35,35	142,65	829,59
21/3/17	138,51	843,20	34,96	142,42	830,46
20/3/17	139,94	856,97	35,37	145,83	848,40
17/3/17	139,84	852,31	35,00	145,11	852,12
16/3/17	139,99	853,42	35,17	144,39	848,78
15/3/17	139,72	852,97	35,12	145,25	847,20
14/3/17	139,32	852,53	34,75	143,19	845,62
13/3/17	139,60	854,59	34,80	143,52	845,54
10/3/17	138,79	852,46	34,78	140,89	843,25
9/3/17	138,24	853,00	34,67	140,53	838,68
8/3/17	137,72	850,50	34,75	140,32	835,37
7/3/17	137,30	846,02	34,88	141,43	831,91
6/3/17	137,42	846,61	34,84	141,94	827,78
3/3/17	137,17	849,88	34,95	139,14	829,08
2/3/17	136,76	848,91	34,74	139,53	830,63
1/3/17	137,42	853,08	34,95	142,65	835,24
28/2/17	135,54	845,04	34,25	142,13	823,21
27/2/17	136,41	848,64	34,23	143,41	829,28
24/2/17	135,44	845,24	34,16	143,25	828,64
23/2/17	135,36	852,19	34,13	142,78	831,33
22/2/17	136,12	855,61	34,28	143,86	830,76
21/2/17	133,72	856,44	34,17	142,60	831,66
17/2/17	133,53	845,07	33,93	142,22	828,07
16/2/17	133,84	844,14	33,84	142,01	824,16
15/2/17	133,44	842,70	33,88	142,27	818,98
14/2/17	133,85	836,39	33,76	140,82	820,45
13/2/17	134,05	836,53	33,32	143,20	819,24
10/2/17	134,19	827,46	33,03	144,82	813,67
9/2/17	134,14	821,36	33,10	144,14	809,56
8/2/17	134,20	819,71	33,01	144,74	808,38
7/2/17	131,84	812,50	32,88	144,00	806,97
6/2/17	132,06	807,64	32,57	140,97	801,34
3/2/17	130,98	810,20	32,27	140,25	801,49
2/2/17	130,84	839,95	32,13	139,20	798,53
1/2/17	133,23	832,35	32,19	140,78	795,70
31/1/17	130,32	823,48	30,34	140,71	796,79
30/1/17	130,98	830,38	30,41	141,22	802,32
27/1/17	132,18	835,77	30,49	142,45	823,31
26/1/17	132,78	839,15	30,48	138,96	832,15
25/1/17	131,48	836,52	30,47	139,52	835,67
24/1/17	129,37	822,44	29,99	140,11	823,87
23/1/17	128,93	817,88	30,02	137,39	819,31
20/1/17	127,04	808,33	30,00	138,60	805,02
19/1/17	127,55	809,04	29,95	138,41	802,17
18/1/17	127,92	807,48	30,00	133,26	806,07
17/1/17	127,87	809,72	30,00	132,89	804,61
13/1/17	128,34	817,14	29,76	133,70	807,88
12/1/17	126,62	813,64	29,81	129,18	806,36
11/1/17	126,09	799,02	29,94	130,50	807,91
10/1/17	124,35	795,90	29,78	129,89	804,79
9/1/17	124,90	796,92	29,75	130,95	806,65
6/1/17	123,41	795,99	29,48	131,07	806,15
5/1/17	120,67	780,45	29,15	131,81	794,02
4/1/17	118,69	757,18	29,00	129,41	786,90
3/1/17	116,86	753,67	29,04	127,49	786,14
30/12/16	115,05	749,87	28,95	123,80	771,82
29/12/16	116,35	765,15	29,18	125,33	782,79
28/12/16	116,92	772,13	29,19	125,89	785,05
27/12/16	118,01	771,40	29,32	128,35	791,55
23/12/16	117,27	760,59	29,13	125,59	789,91
22/12/16	117,40	766,34	29,07	125,58	791,26
21/12/16	119,04	770,60	29,27	126,50	794,56
20/12/16	119,09	771,22	29,24	125,12	796,42
19/12/16	119,24	766,00	29,16	125,45	794,20
16/12/16	119,87	757,77	28,99	124,22	790,80
15/12/16	120,57	761,00	28,95	125,00	797,85
14/12/16	120,21	768,82	28,80	123,44	797,07
13/12/16	120,31	774,34	28,80	123,78	796,10
12/12/16	117,77	760,12	28,32	122,83	789,27
9/12/16	119,68	768,66	28,49	122,88	789,29
8/12/16	118,91	767,33	28,03	123,24	776,42
7/12/16	117,95	770,42	27,76	125,39	771,19
6/12/16	117,31	764,72	27,49	124,57	759,11
5/12/16	117,43	759,36	27,28	119,16	762,52
2/12/16	115,40	740,34	27,48	120,81	750,50
1/12/16	115,10	743,65	27,37	117,22	747,92
30/11/16	118,42	750,57	27,63	117,00	758,04
29/11/16	120,87	762,52	27,86	117,51	770,84
28/11/16	120,41	766,77	27,89	116,93	768,24
25/11/16	120,38	780,37	27,95	117,41	761,68
23/11/16	120,84	780,12	27,81	117,69	760,99
22/11/16	121,47	785,33	27,95	118,04	768,27
21/11/16	121,77	780,00	27,93	117,96	769,20
18/11/16	117,02	760,16	27,52	115,21	760,54
17/11/16	117,79	756,40	27,49	115,03	771,23
16/11/16	116,34	746,49	27,50	115,19	764,48
15/11/16	117,20	743,24	26,78	113,59	758,49
14/11/16	115,08	719,07	26,43	113,38	736,08
11/11/16	119,02	739,01	27,11	114,78	754,02
10/11/16	120,80	742,38	26,95	115,42	762,56
